customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0003404,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,24.85,382.91,Yes
C0003405,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,108.88, ,Yes
C0003406,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50.62,213.85,Yes
C0003407,Female,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),129.17,538.19,Yes
C0003408,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,61.01,1701.08,No
C0003409,Female,1,No,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,99.16,1216.37,Yes
C0003410,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.54,221.08,Yes
C0003411,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,55.83,326.02,Yes
C0003412,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,95.78,1285.73,Yes
C0003413,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.64, ,Yes
C0003414,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.98,627.6,Yes
C0003415,Male,0,No,Yes,22,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.63,2275.58,Yes
C0003416,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),88.83,1244.08,No
C0003417,Female,0,Yes,No,18,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.25,1773.83,Yes
C0003418,Female,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),97.95,650.12,No
C0003419,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.31,306.77,Yes
C0003420,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,47.88,1557.83,Yes
C0003421,Male,0,No,No,47,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,19.05,885.93,No
C0003422,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),118.13,1605.48,No
C0003423,Male,0,No,Yes,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,115.65,789.26,Yes
C0003424,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.69,1482.79,Yes
C0003425,Male,1,No,No,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),122.72,5206.69,Yes
C0003426,Female,0,No,No,23,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,127.33,2996.52,Yes
C0003427,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,43.8,1668.78,No
C0003428,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.28,543.74,Yes
C0003429,Female,0,Yes,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),83.58,2053.97,No
C0003430,Female,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),62.82,1303.6,Yes
C0003431,Male,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.96,1303.2,Yes
C0003432,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.46,639.57,Yes
C0003433,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,109.1,1783.09,Yes
C0003434,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.6,2899.24,No
C0003435,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,138.82,6815.38,Yes
C0003436,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.2,257.58,No
C0003437,Male,0,Yes,No,16,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,75.25,1339.88,Yes
C0003438,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.4,2617.52,No
C0003439,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,57.69,114.92,Yes
C0003440,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),93.3,1043.92,Yes
C0003441,Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,61.0,130.57,No
C0003442,Male,1,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,110.02,226.63,No
C0003443,Male,1,No,Yes,46,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),42.35,1952.07,Yes
C0003444,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,115.99,1337.67,Yes
C0003445,Female,0,No,Yes,23,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),88.25,1968.3,No
C0003446,Female,1,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,36.79,88.34,Yes
C0003447,Male,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.31, ,Yes
C0003448,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,95.21,4080.37,Yes
C0003449,Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),87.31,1559.66,No
C0003450,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,136.37, ,No
C0003451,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,78.85,5643.15,No
C0003452,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),94.69,1195.42,No
C0003453,Female,1,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),62.23,786.31,No
C0003454,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,60.38,1104.15,No
C0003455,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,65.98, ,Yes
C0003456,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.07,1428.63,Yes
C0003457,Male,0,No,Yes,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),118.33,2187.94,No
C0003458,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,94.95,696.09,Yes
C0003459,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.52,2282.54,No
C0003460,Female,0,No,No,9,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,53.99,442.43,No
C0003461,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,69.08,1766.49,No
C0003462,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),67.06,189.07,Yes
C0003463,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.31,3214.28,No
C0003464,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.58,3133.98,No
C0003465,Female,1,No,No,3,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),96.48,284.97,No
C0003466,Female,0,Yes,Yes,55,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.74,1323.61,No
C0003467,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.48,1439.32,No
C0003468,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),93.69,2276.58,No
C0003469,Male,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,74.95,2709.83,Yes
C0003470,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,106.81,106.81,No
C0003471,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.04,245.16,No
C0003472,Male,0,No,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,46.27,295.09,Yes
C0003473,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,48.08,573.81,Yes
C0003474,Female,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.5,180.46,No
C0003475,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,96.96,1427.62,Yes
C0003476,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.38,345.93,No
C0003477,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,117.43,2584.51,Yes
C0003478,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,138.59,153.42,Yes
C0003479,Female,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.52,367.91,Yes
C0003480,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,42.72,151.12,Yes
C0003481,Female,0,Yes,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),41.67,1099.18,No
C0003482,Male,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,67.16,2845.73,No
C0003483,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.56,102.35,No
C0003484,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),32.56,946.11,No
C0003485,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,48.44,2131.3,No
C0003486,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.64,5879.16,No
C0003487,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,140.89,2338.86,Yes
C0003488,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),103.59,798.77,No
C0003489,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,106.43,821.91,No
C0003490,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),82.4,798.91,No
C0003491,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,142.45,2575.58,No
C0003492,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),52.16,769.91,Yes
C0003493,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,111.37,2407.47,No
C0003494,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.2, ,Yes
C0003495,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.0,122.55,Yes
C0003496,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,89.56,6446.82,No
C0003497,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,91.27,6456.88,No
C0003498,Male,1,No,No,27,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,1469.34,No
C0003499,Female,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.98,568.89,Yes
C0003500,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,55.9,3424.27,Yes
C0003501,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.92,216.01,Yes
C0003502,Male,1,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),98.44,2557.77,No
C0003503,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,105.62,234.0,Yes
C0003504,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.02,1247.72,Yes
C0003505,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),127.36,3573.56,No
C0003506,Female,0,No,Yes,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,108.58,4239.44,Yes
C0003507,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,41.27,1112.79,No
C0003508,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,37.13,1890.91,Yes
C0003509,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,121.79,1688.13,No
C0003510,Male,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.79,532.62,Yes
C0003511,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,142.1,1194.75,Yes
C0003512,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),46.73, ,No
C0003513,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.49,738.94,No
C0003514,Female,1,Yes,No,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,77.23,3115.26,Yes
C0003515,Female,1,No,No,3,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.33,354.88,Yes
C0003516,Male,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,119.82, ,Yes
C0003517,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),38.42,201.8,Yes
C0003518,Male,1,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),36.94,1698.6,No
C0003519,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.49,655.34,Yes
C0003520,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.46,328.33,Yes
C0003521,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,73.9, ,Yes
C0003522,Male,0,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),21.56,154.86,No
C0003523,Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),108.4,2644.12,No
C0003524,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,48.46,3040.49,No
C0003525,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,72.36,361.99,Yes
C0003526,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.82,463.0,Yes
C0003527,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,37.74,1598.96,No
C0003528,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.04,913.91,No
C0003529,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.04,121.84,Yes
C0003530,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.67,49.29,Yes
C0003531,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,119.78,8695.42,Yes
C0003532,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,70.96,1588.93,Yes
C0003533,Female,0,No,No,52,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),22.15,1129.4,No
C0003534,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,107.68,871.1,No
C0003535,Female,1,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.24,534.67,No
C0003536,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,111.65,2434.11,No
C0003537,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.35,1611.86,No
C0003538,Male,0,No,No,72,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.68,6499.22,No
C0003539,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,41.79,90.78,Yes
C0003540,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,119.19,2323.49,No
C0003541,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,39.21,327.95,No
C0003542,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,64.52,2192.26,Yes
C0003543,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,34.45,888.86,No
C0003544,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.48,3004.67,No
C0003545,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),55.65,422.72,Yes
C0003546,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),121.19,431.98,Yes
C0003547,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),113.56, ,Yes
C0003548,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,126.64,601.3,No
C0003549,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),21.75,191.47,Yes
C0003550,Female,0,No,Yes,58,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,36.35,2097.47,Yes
C0003551,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.19,1062.12,Yes
C0003552,Male,1,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.26,1503.83,No
C0003553,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,90.24,3801.84,No
C0003554,Female,0,Yes,No,43,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.44,4946.77,No
C0003555,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.01,734.78,No
C0003556,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.7,115.15,Yes
C0003557,Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,81.76,492.1,Yes
C0003558,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,127.2,1562.07,No
C0003559,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.57,1798.57,No
C0003560,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.41,2025.74,No
C0003561,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,61.92,1240.07,No
C0003562,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.93,1261.58,No
C0003563,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.09,1987.74,Yes
C0003564,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.28,2491.62,No
C0003565,Male,0,Yes,Yes,43,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),54.55,2300.67,Yes
C0003566,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,58.69,202.08,Yes
C0003567,Male,0,No,No,1,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),43.02,43.02,No
C0003568,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,87.93,910.91,Yes
C0003569,Female,1,Yes,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,38.49,723.72,Yes
C0003570,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,87.06,1766.75,Yes
C0003571,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,26.35,85.11,Yes
C0003572,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,104.14,4005.24,No
C0003573,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.34,134.16,Yes
C0003574,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.16,1833.73,No
C0003575,Male,0,Yes,No,12,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.33,806.36,Yes
C0003576,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),106.89, ,Yes
C0003577,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.68,298.79,Yes
C0003578,Male,0,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,18.35,44.41,Yes
C0003579,Female,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),116.57, ,Yes
C0003580,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,63.29,1529.6,No
C0003581,Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,128.73,526.62,Yes
C0003582,Male,1,No,No,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,71.86,2560.03,No
C0003583,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,134.87,755.75,Yes
C0003584,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,27.59, ,Yes
C0003585,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.65,1815.58,No
